Device,Time,Date,(1) Map,(1) Waits,(1) Shows,(1) Tips,(1) Bonus,(1) Game,(2) Not work as expected?,If yes...,(3) Influence?,If yes...,(4) Enough time?,If no...,(5) Overall Experience,(5a) Why?,(6) Merchandise Locations,(6a) What drove decision?,(7) Amount on merchandise,(8) F&B Locations,(8a) What drove decisions?,(9) Amount on F&B,(10) Meals eaten,(11) Attractions visisted,(13) Experience #1,(13) Experience #2,(13) Experience #3,(14) Age of user,(14) Gender of user,(15) Paper map?,(16) Paper schedule?,(17) Get lost?,(18) How closely did you follow plan?,(18a) What diverted original plans?,(19) Ride because of low wait times?,(19a) If yes....,(20) Get fast passes?,(20a) If yes...,(20c) Use them?,(20c) If no...,(21) Group split?,(21a) If yes...,(21b) Who kept the device?,(22) Other comments?
227,18:30:00,4/29/2011,5,7,6,7,7,7,No,,yes,wait times,no ,forgot to redeem,Excellent,Excellent device,my group has not purchased any merchandise at the disneyland paris resort today,,,Restaurant en Coulisse,Food offerings,30,Lunch,"Studio tram tour, Rock n roller coaster, tower of terror, moteurs action stunt show",Tower of terror,Rock n roller coaster,Crush's coaster,42,Female,No,No,never,loosely,long waits,no,,yes,"tower of terror, rock n roller coaster",yes,,no,,,"Useful for wait times and maps, would be useful to have fast pass option on machine"
227,,4/30/2011,6,7,7,5,7,7,No,,Yes,arbiaer attractions tarroppset ou tps d'attente,Yes,Reels/aclat/,Good,,Plaza west shop,Proximity and bonus,60,,,,,,,,,,,,,,,,,,,,,,,,,
227,18:45:00,4/27/2011,6,6,4,4,4,4,no,,yes,temps d'attente ave attractions,no,,good,,"Plaza West Shop, Walt Disney Studios store",merchandise offerings and store look and feel,30,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,,,,Rock n roller coaster,Space mountain,rock n roller coaster,Haunted Mansion,40,Male,yes,yes,a few times,closely,long waits,yes,tasses,yes,peter pan,yes,,no,,,manque une boussole
227,,4/22/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Device turned off. Went to langueage page. Guest thought battery had died. Refused survey
228,20:45:00,4/24/2011,7,7,6,5,5,6,No,,yes,,Yes,,Very good,,La Girafe Curieuse,"Merchandise offerings, store look and feel",20,Buzz lightyears pizza planet,,,,,,,,,,,,,,,,,,,,,,,,
228,15:20:00,4/25/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,15:40:00,4/26/2011,0,6,6,2,2,2,No,,No,,No,,Good,,Walt Disney Studio Store,Store look and feel,100,Disney Blockbuster Cafe,Wait times,20,Lunch  ,"Le pays des contes de fees, alice's curious labyrinth, its a small world, stitch live, cinemagique, moteurs action stunt show, playhouse disney live on stage",,,,30,Female,yes,no,Never,Does not apply did not have a plan,tired children,yes,,no,,,,no,,,
228,17:12:00,4/29/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,19:20:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,20:05:00,4/27/2011,6,6,7,,,,yes,bloque,no,,no,appareil bloque,good,,,merchandise offerings and store look and feel,10,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,food offering,60,afternoon snack and dinner,"la cabane des robinson, its a small world",Space mountain,Indiana jones ,its a small world,41,Male,yes,no,never,does not apply did not have a plan,long waits,yes,haunted mansion,yes,indiana jones and peter pan,yes,,yes,pas rapport a l age,papa,sest bloque trop rapidement
228,12:15:00,4/22/2011,,,,,,,yes,,yes,,yes,,excellent,,,,,,,,Lunch,,,,,,,,,,,,,,,,,,,,,
229, ,4/28/2011,7,7,6,6,7,3,No,,,,Yes,,Excellent,,,"weather conditions, and bonus",10,,,,,,Peter Pan,,,35,Female,Yes,Yes,once,closely,long waits ans tired children,Yes,,Yes,Peter pan,Yes,,No,,,
229,19:15:00,4/24/2011,5,7,0,7,7,6,No,,yes,Tiempo de espera,no,no encontra bamos sitio,Excellent,Por su ayuda,"Plaza west shop, walt disney studio store, tower hotel gifts, Art of animation, world of toys","Merchandise offerings, Proximity",400,"Buzz lightyears pizza planet, Disneys blockbuster cafe, restaurant en coulisse",Other - Tipo,200,Lunch and afternoon snack,"Le pays des contes de fees, alice's curious labyrinth, art of disney animation, studio tram tour, armageddon, rock n roller coster, tower of terror",Tower of terror,Crash,Pirates of the Carribean,14,Male,Yes,no,never,loosely,long waits,yes,armageddon,no,,no,no tuve,no,,,Falta buscador x atraccion ( abecedario)
229,18:30:00,4/25/2011,7,6,6,2,6,0,No,,Yes,Waiting times,Yes,,Very good,it was convenient,"Walt disney studio store, world of toys",Other-kids,100,Blockbuster cafe,Wait time,70,Afternoon snack and dinner,"La cabane des Robinson, Flying carpets over Agrabah, Studio tram tour, Cinemagique, Armageddon, Rock n roller coaster, moteurs actioon stunt show",Moteurs action stunt show,rock n roller coaster,armageddon,40,male,No,No,Never,Does not apply did not have a plan,long waits,yes,rock n roller coaster,No,,,,No,,,None
229,21:05:00,4/26/2011,7,7,0,3,4,7,No,,Yes,Trop de coen,no,,Very Good,tres utiles,Thunder Mesa Mercantile,Store look and feel and proximity,30,Au chalet de la marionette,Food offerings and price,50,Breakfast,"Captain EO, Studio tram tour, Cinemagique, Armageddon, Rock n roller coaster",Captain EO,Nemo,Pirates fo the carribean,41,Female,No,No,Never,,,Yes,Captain EO,No,,,,Yes,Attraction Differnte,la Femme,
229,,4/27/2011,7,7,5,0,2,3,no,,yes,,no,,very good,note le temps d'attente,Tower hotel gifts and disney store,merchandise offerings and store look and feel,150,"colonel hathis pizza outpost, restaurant en coulisse",Proximity,60,dinner,"Stitch live, flying carpets over agrabah, Armageddon, tower of terror, studio tram tour, cinemagique",tower of terror ,Nemo,,12,Female,no,yes,never,closely,long waits,yes,"tapis volants, armageddon",no,,no,,no,,,
230,,4/23/2011,6,6,6,6,6,6,No,,Yes,,Yes,,Very Good,,"Indiana Jones Adventure outpost, Walt Disney Studios store",Store look and feel,150,"Buzz Lightyear, Cafe Hyperion",,,,,,,,,,,,,,,,,,,,,,,,
230,18:00:00,4/24/2011,7,7,7,4,6,5,No,,yes,ajustes mejores,yes,,Excellent,Bien expucaid/ facil maneso,,Merchandise offerings and bonus,70,"Restaurant hakuna matata, Restaurant en coulisse","Price, reservations",80,morning snack and lunch,"its a small world, tower of terror",tower of terror,Its a small world,,36,Male,no,no,never,loosely,long waits,no,,no,,,,yes,,,una excelente ayia. Facil Maneo
230,19:44:00,4/25/2011,4,4,0,0,3,1,No,,Yes,,No,,just okay,,My group has not purchased any merchandise at the Disneyland paris resort today,,,My group has not purchased any meals or snacks at the Disneyland Paris resort today,,,afternoon snack,Its a small world,Pirates of the carribean,star tours,Tasse,39,Male,Yes,Yes,Never,Loosely,Long waits,Yes,Indiana Jones,Yes,Space mountain,Yes, ,No,,,Indicate waiting times directly on the map (more simple to use)
230,20/30,4/26/2011,7,7,7,5,5,6,Yes,reachuite,Yes,temps d'attente,no,,Good,utile mous des pants a revoir,My group has not purchased any merchandise at the disneyland paris resort today,,,Cafe Hyperion,Proximity and price,6,Evening snack,"La cabane des robinson, Alice's Curious Labyrinth, Captain EO, Art of Disney Animation, Studio tram tour, Cinemagique, Armageddon, rock n roller coastertower of terror, moteurs action stunt show",Moteurs action stunt show,Studio tram tour,rock n roller coaster,19,Female,Yes,Yes,Never,Does not apply did not have a plan,,yes,Le cabane des robinson,no,,,,no,,,
230,21:00:00,4/28/2011,5,6,3,2,3,2,No,,Yes,20:00:00,No,,Very Good,,,Merchandise offerings,150,My group has not purchased any meals or snacks at the Disneyland Paris resort today,,,,,Peter Pan,,,38,,Yes,Yes,Never,Exactly,long waits,Yes,,Yes,,,,No,,,
230,16:20:00,4/29/2011,7,7,5,0,7,5,no,,yes,waiting times,yes,fast pass,Excellent,Useful,,Store look and feel,10,Disney Blockbuster cafe,Other- Buffet,70,"Breakfast, morning snack and lunch","Art of disney animation, studio tram tour, armageddon, rock n roller coaster",Crush's coaster,Town,Studio tram tour,33,Female,yes,no,never,closely,long waits,yes,armageddon,yes,town,yes,,yes,not the same interests,Me,Very useful I will advice it for someone else
230,16:19:00,4/30/2011,4,6,4,3,2,2,Yes,,No,,No,,Just Okay,,,,,,Proximity,50,afternoon snack,"Le pays des contes de fees, Art of Disney Animation, stitch Live, Flying carpets over agrabah, studio tram tour, cinemagique, tower of terror",Haunted Mansion,,,31,Male,No,No,Never,Not at all,Tired children,Yes,,No,,,,No,,,Should indicate toilets in the application
230,18:30:00,4/27/2011,7,7,4,0,7,6,yes,no toilets on map,yes,Wait times changed our route,yes,Reserve seats in cinemagique,very good,better than paper,Walt Disney Studio store,Store look and feel,30,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,,,,"Art of disney animation, flying carpets over agrabah, studio tram tour, cinemagique, tower of terror, moteurs action stunt show, playhouse disney live on stage",Moteurs action stunt show,Studio tram tour,Parachutes,42,Male,no,yes,never,Not at all,long waits,yes,Flying carpets over agrabah,Yes,,yes,,no,,,would like early alarm to tell you about shows starting in 10 min or parades about to start
230,18:20:00,4/27/2011,6,2,2,1,2,2,no,,no,,no,pas utilise,very good,satisfoisant,World of toys,proximity,30,Disney blockbuster cafe,Proximity,25,lunch  ,"Studio tram tour, Moteurs action stunt show",Space mountain,Tower of terror,Moteurs action stunt show,26,Female,no,no,never,does not apply did not have a plan,,no,,no,,,,no,,,manque un boussole pour dommer la dindet preuse a phenche
230,17:20:00,4/22/2011,5,7,3,2,1,0,yes,stopped working,yes,que time,no,,just okay,,My group has not purchased any merchandise at the disneyland paris resort today,,,,,30,Lunch,,,,,45,Male,yes,yes,a few times,does not apply did not have a plan,,no,,no,,,,yes,,,
232,16:30:00,4/22/2011,6,7,0,0,4,4,n,,y,wait times,n,,very good,Fast pass locations,My group has not purchased and merchandiseat the Disneyland Paris Resortthis trip-- Skip to question 8,,,My group has not purchased any meals or snacks at the Disneyland Paris Resortthis trip - Skip to question 9,Counter Service Vs. Table Service,22,Lunch,"Captain EO, Armageddon: Les Effets Speciaux, Rock 'n' Roller Coaster, Tower of Terror",Tower of terror,Space Mountain,Nemo,18,m,n,n,never,does not apply (did not have a plan),Long Waits,n,,n,,n,,n,,,
232,20:30:00,4/24/2011,7,7,6,5,5,6,No,,yes,Waits,,,Very good,Perfect but could use more funtions like toilets,,"Store look and feel, proximity",,Cafe Hyperion,"Food offerings, wait time",70,Lunch and dinner,"la cabane des robinson, alice's curious labyrinth, its a small wolrd, captain eo,",peter pan,Its a small world,,39,Male,yes,no,never,loosely,long waits and tired children,yes,Haunted mansion,yes,indiana jones and Buzz lightyear,yes,,no,,,please indicate toilets and wait times near attractions. Change name of attractions in English
232,19:05:00,4/29/2011,7,6,6,0,0,6,No,,No,,,,Very good,Useful,,Store look and feel,75,My group has not purchased any meals or snacks at the Disneyland Paris resort today,,,,,Nemo,Pirates of the Carribean,,15,Female,yes,yes,never,loosely,long waits,,,no,,,,no,,,
232,,4/30/2011,5,1,0,4,0,3,No,,No,,No,,Just Okay,Waiting time not accurate,,Merchandise offerings,100,"Fuente del Oro Restaurante, Disney Blockbuster Cafe",,,,,,,,,,,,,,,,,,,,,,,,
232,15:10:00,4/27/2011,5,7,6,5,5,5,yes,arret carte,no,,no,time and tips after,good,pratique,My group has not purchased any merchandise at the Disneyland Paris Resort today,,,Disney blockbuster cafe,wait times,30,lunch,Rock n roller coaster,Rock n roller coaster,Crush's coaster,RC Racer,24,Male,no,no,never,closely,long waits,yes,rock n roller coaster,yes,rock n roller coaster,yes,,no,,,"for example, have the bonuses earlier in the day"
232,4:30:00,4/22/2011,6,7,0,0,4,4,no,,yes,temps d'attente,no,,very good,pas assez de fast pass,My group has not purchased any merchandise at the disneyland paris resort today,Store look and feel,0,My group has not purchased any meals or snacks at the Disneyland Paris Resort today,Counter service vs table service,22,lunch,"captain eo, armageddon, rock n roller coaster, tower of terror",tower of terror,space mountain,nemo,18,Male,no,no,never,does not apply did not have a plan,,no,,no,,no,,no,,,
234,,4/22/2011,7,7,7,7,7,7,n,,n,,y,,Excellent,,,,,,"Food offerings, Proximity",10,"Breakfast, Lunch","Alice's Curious Labrynth, Tower of Terror, Moteurs... Action! Stunt Show",Peter Pan,Tower of Terror,Nemo,42,f,n,n,never,Loosely,Long Waits,y,,n,,,,n,,,
234,,4/23/2011,6,5,5,5,6,5,No,,Yes,,Yes,,Excellent,,,Merchandise offerings,50,"Fuentes del Oro Restaurante, Disney Blockbuster Cafe",Wait time,,,Captain EO,Experience,travel,tours,41,,Yes,Yes,Once,Closely,Long waits,Yes,All,No,,No,,No,,,
234,16:24:00,4/24/2011,4,4,4,4,4,4,Yes,Blocage,yes,,no,,good,,,,,Restaurant hakuna matata,Food offerings ,100,lunch afternoon snack and dinner,,Space mountain,,,49,Male,yes,no,never,closely,long waits,yes,,yes,,yes,,no,,,
234,20:35:00,4/25/2011,6,6,2,5,5,3,Yes,Battery low,No,,No,,Very good,,My group has not purchased any merchandise at the Disneyland paris resort today,,,"Colonel Hathis pizza planet, au chalet de la marionnette ",Food offerings and wait times,35,Lunch,"la cabane des robinson, alice's curious labyrinth, its a small world",Indiana Jones,,,,,Yes,No,a few times,closely,Long waits and tired children,Yes,,Yes,Indiana jones,Yes,,Yes,age difference,,None
234,19:35:00,4/26/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Guest did not fill out survey
234,20:00:00,4/30/2011,7,7,4,6,4,6,Yes, ,Yes,,Yes,,Good,,"Indiana Jones Adventure Outpost, Plaza West Shop, Thunder Mesa Mercantile, La Girafe Curieuse","Store look and feel, proximity",30,Restaurant en Coulisse,Price,30,"Breakfast, Morning snack, lunch","Captain EO, Studion Tram Tour",,,,35,M,No,Yes,Once,Loosely,Tired Children,No,,Yes,,Yes,,Yes,,,Tre Bon
234,18:55:00,4/27/2011,6,6,2,4,4,5,no,,yes,,no,,good,pratique noir a peivis de paque deleu ludique,My group has not purchased any merchandise at the Disneyland Paris Resort today,,,Colonel hathis pizza outpost,Proximity,40,lunch and afternoon snack,"la cabane des robinson, Le pays des contes de fees, Alice's curious labyrinth",train du cupui,Alice's Curious Labyrinth,Pirates of the carribean,43,Female,no,no,never,does not apply did not have a plan,,yes,Alice's Curious labyrinth,no,,,,no,,,RAS
234,,4/22/2011,7,7,7,7,7,7,no,,no,,yes,ascensseur,excellent,exellente parce que tres pratique,,,,ye ne me souvient plus dee non,food offerings and proximity,10,morning snack and lunch,"Alice's curious labyrinth, tower of terror, moteurs action stunt show",peter pan,tower of terror,nemo,42,Female,no,no,never,loosely,long waits,nyes,alice's curious labyrinth,no,,,,no,,,Super tres pratique
235,20:00:00,4/22/2011,5,5,4,5,5,5,n,,n,,n,,good,,,Store look and feel,300,Au Chalet de la Marionette,Proximity,80,"Lunch, AfternoonSnack","La Cabane des Robinson,it's a small world",Space Mountain,Indiana Jones,Buzz,6,m,y,y,never,not at all,,,,,,,,,,,
235,19:06:00,4/23/2011,7,7,7,5,7,7,No,,No,,Yes,,Very Good,Because its useful for us,"Walt Disney Studios Store, Art of Animation","Merchandise offerings, Store look and feel, proximity",30,Restaurant de coulisse,Food offerings ,25 per person,"Breakfast, lunch and dinner","La Cabane des Robinson, Its a small world, le pays des contes de fees, Captain EO, Alice's Curious Labyrinth,Art of Disney Animation, Flying Carpets over Agrabah, Studio Tram Tour, Rock n Roller Coaster, Tower of Terror, Moteurs Action Stunt Show, Playhouse Disney Live ",,,15,M,"Yes, No",Yes ,No,Once,loosely,long waits,Yes,,Yes,Big Thunder,Yes,,No,,,RAS - No more things to say
235,19:07:00,4/24/2011,4,6,3,2,5,2,yes,Bloquer,yes,Moraies attraction,yes,fast past,Very Good,Tres utile das les tps attente,My group has not purchased any merchandise at the Disneyland Paris Resort today,,,Disney Blockbuster cafe,Food offerings,100,Lunch and dinner,"Alice's Curious Labyrinth, its a small world, studio tram tour, rock n roller coaster, tower of terror",Tower of terrer,Rock n roller coaster,Space mountain,24,Male,yes,yes,never,Closely,long waits,yes,Poupees,yes,Buzz Lightyear,yes,,no,,,
235,,4/25/2011,7,7,7,0,7,4,No,,Yes,,Yes,,Excellent,,My group has not purchased any merchandise at the Disneyland paris resort today,,,Disney Blockbuster cafe,bonus,200,Lunch,"Studios tram tour, cinemagique, rock n roller coaster, tower of terror, playhouse disney live on stage",rock n roller coaster,playhouse disney live,tower of terror,26,F,No,No,once,Loosely,Long waits and tired children,Yes,studio tram tour,Yes,Rock n roller coaster,yes,,yes,wanted different rides,Me,"Could show closest toilets, otherwise excellent"
235,15:55:00,4/26/2011,5,5,5,4,3,3,No,,Yes,en funcion de files d'attende,No,bonus uniquenat pour e pure shadow et e etenl lout o uteuet perem,Very Good,utile pour que le file,My group has not purchased any merchandised at the Disneyland Paris Resort today,,,Au Chalet de la marionette,Proximity,60,Lunch,"Its a small world, Captain EO",Crush's coaster,Its a small world,Indiana Jones,32,Female,Yes,No,once,loosely,long waits,Yes,Its a small world,Yes,Buzz lightyear,No,Sourvenirs,No,,,
235,21:30:00,4/28/2011,5,6,6,6,7,7,No,,No,,No,Last day mostly planned,Good,,"Plaza West Shop, Walt Disney Studio Store, Disney Store, World of toys",Other- Waiting Time,250,,,,,,,,,,,,,,,,,,,,,,,,,
235,20:05:00,4/29/2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,4/30/2011,3,2,2,3,3,4,No,,No,,Yes,,Excellent,,My group has not purchased any merchandise from the Disneyland Paris Resort today,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,18:40:00,4/27/2011,6,6,6,4,6,6,no,,no,,no,pas dons les temps - outer pace,,,,,,Cafe Hyperion,Proximity,100,Afternoon snack and dinner,"Alice's Curious labyrinth, its a small wolrd, flying carpets over agrabah, studio tram tour, cinemagique, tower of terror, moteurs action stunt show",Its a small world,Studio tram tour,Tower of terror,40,Female,no,no,never,loosely,bonus,yes,Flying carpets over agrabah,no,,,,no,,,juste le luminesite un peu juste ovre le soleil
235,20:00:00,4/22/2011,5,5,4,5,5,5,no,,no,,no,,good,,"The emporium, thunder mesa mercantile, disney store, world of toys",Store look and feel,300,Au chalet de la marionette,proximity,80,lunch and afternoon snack,"la cabane des robinson, its a small world",space mountain,indiana jones,buzz lightyear,6,Male,yes,yes,never,not at all,,,,,,,,,,,
236,15:30:00,4/23/2011,,,,,,,No, ,No, ,No,Not sure where to redeem it,Very Good,,"Walt Disney Studios Store, Disney Store, World of Toys","Store look and Feel, Other - Curiosity",200,Cafe Hyperion ,"Food offerings, bonus, proximity",50,Lunch and afternoon snack,"Cinemagique, Armegeddon, Moteiros Action stunt show, Playhouse Disney live on stage",slinky zigzag dog,parachute,Toy Story,"39,7,8",male and femal,no,No,never,closely,other-nothing,no, ,no, ,,,No,,,The device is very useful especially with the kids.
